Location_ID,Zone,Aisle,Rack_ID,Shelf_ID,Bin_ID,Capacity_Units
LOC02607,D,AISLE-07,RACK-02,SHELF-03,BIN-02607,100
LOC02608,D,AISLE-08,RACK-04,SHELF-01,BIN-02608,250
LOC02609,D,AISLE-09,RACK-03,SHELF-03,BIN-02609,300
LOC02610,D,AISLE-10,RACK-20,SHELF-04,BIN-02610,250
LOC02611,D,AISLE-11,RACK-06,SHELF-02,BIN-02611,400
LOC02612,D,AISLE-12,RACK-04,SHELF-02,BIN-02612,300
LOC02613,D,AISLE-13,RACK-05,SHELF-05,BIN-02613,350
LOC02614,D,AISLE-14,RACK-15,SHELF-01,BIN-02614,200
LOC02615,D,AISLE-15,RACK-19,SHELF-04,BIN-02615,400
LOC02616,D,AISLE-16,RACK-09,SHELF-03,BIN-02616,400
LOC02617,D,AISLE-17,RACK-08,SHELF-01,BIN-02617,250
LOC02618,D,AISLE-18,RACK-10,SHELF-01,BIN-02618,300
LOC02619,D,AISLE-19,RACK-18,SHELF-02,BIN-02619,200
LOC02620,D,AISLE-20,RACK-03,SHELF-01,BIN-02620,400
LOC02621,D,AISLE-21,RACK-02,SHELF-02,BIN-02621,100
LOC02622,D,AISLE-22,RACK-07,SHELF-04,BIN-02622,350
LOC02623,D,AISLE-23,RACK-07,SHELF-04,BIN-02623,150
LOC02624,D,AISLE-24,RACK-11,SHELF-02,BIN-02624,300
LOC02625,D,AISLE-25,RACK-10,SHELF-04,BIN-02625,175
LOC02626,D,AISLE-26,RACK-17,SHELF-01,BIN-02626,175
LOC02627,D,AISLE-27,RACK-08,SHELF-03,BIN-02627,350
LOC02628,D,AISLE-28,RACK-15,SHELF-05,BIN-02628,200
LOC02629,D,AISLE-29,RACK-13,SHELF-02,BIN-02629,150
LOC02630,D,AISLE-30,RACK-09,SHELF-04,BIN-02630,175
LOC02631,D,AISLE-31,RACK-10,SHELF-05,BIN-02631,150
LOC02632,D,AISLE-32,RACK-05,SHELF-04,BIN-02632,150
LOC02633,D,AISLE-33,RACK-04,SHELF-02,BIN-02633,100
LOC02634,D,AISLE-34,RACK-15,SHELF-02,BIN-02634,250
LOC02635,D,AISLE-35,RACK-01,SHELF-04,BIN-02635,400
LOC02636,D,AISLE-36,RACK-12,SHELF-03,BIN-02636,150
LOC02637,D,AISLE-37,RACK-18,SHELF-01,BIN-02637,300
LOC02638,D,AISLE-38,RACK-14,SHELF-02,BIN-02638,175
LOC02639,D,AISLE-39,RACK-13,SHELF-05,BIN-02639,350
LOC02640,D,AISLE-40,RACK-17,SHELF-03,BIN-02640,100
LOC02641,D,AISLE-01,RACK-15,SHELF-03,BIN-02641,300
LOC02642,D,AISLE-02,RACK-04,SHELF-01,BIN-02642,350
LOC02643,D,AISLE-03,RACK-14,SHELF-02,BIN-02643,250
LOC02644,D,AISLE-04,RACK-07,SHELF-04,BIN-02644,175
LOC02645,D,AISLE-05,RACK-20,SHELF-03,BIN-02645,400
LOC02646,D,AISLE-06,RACK-17,SHELF-04,BIN-02646,150
LOC02647,D,AISLE-07,RACK-02,SHELF-02,BIN-02647,150
LOC02648,D,AISLE-08,RACK-08,SHELF-01,BIN-02648,100
LOC02649,D,AISLE-09,RACK-02,SHELF-05,BIN-02649,250
LOC02650,D,AISLE-10,RACK-08,SHELF-01,BIN-02650,150
LOC02651,D,AISLE-11,RACK-09,SHELF-02,BIN-02651,350
LOC02652,D,AISLE-12,RACK-13,SHELF-04,BIN-02652,150
LOC02653,D,AISLE-13,RACK-08,SHELF-03,BIN-02653,400
LOC02654,D,AISLE-14,RACK-07,SHELF-02,BIN-02654,200
LOC02655,D,AISLE-15,RACK-12,SHELF-03,BIN-02655,250
LOC02656,D,AISLE-16,RACK-01,SHELF-01,BIN-02656,175
LOC02657,D,AISLE-17,RACK-17,SHELF-05,BIN-02657,400
LOC02658,D,AISLE-18,RACK-10,SHELF-02,BIN-02658,175
LOC02659,D,AISLE-19,RACK-11,SHELF-01,BIN-02659,175
LOC02660,D,AISLE-20,RACK-06,SHELF-03,BIN-02660,400
LOC02661,D,AISLE-21,RACK-05,SHELF-01,BIN-02661,400
LOC02662,D,AISLE-22,RACK-14,SHELF-03,BIN-02662,100
LOC02663,D,AISLE-23,RACK-06,SHELF-03,BIN-02663,150
LOC02664,D,AISLE-24,RACK-06,SHELF-01,BIN-02664,300
LOC02665,D,AISLE-25,RACK-16,SHELF-05,BIN-02665,100
LOC02666,D,AISLE-26,RACK-16,SHELF-02,BIN-02666,400
LOC02667,D,AISLE-27,RACK-04,SHELF-01,BIN-02667,100
LOC02668,D,AISLE-28,RACK-19,SHELF-03,BIN-02668,200
LOC02669,D,AISLE-29,RACK-17,SHELF-05,BIN-02669,175
LOC02670,D,AISLE-30,RACK-05,SHELF-01,BIN-02670,150
LOC02671,D,AISLE-31,RACK-10,SHELF-03,BIN-02671,400
LOC02672,D,AISLE-32,RACK-16,SHELF-03,BIN-02672,250
LOC02673,D,AISLE-33,RACK-16,SHELF-03,BIN-02673,300
LOC02674,D,AISLE-34,RACK-15,SHELF-01,BIN-02674,300
LOC02675,D,AISLE-35,RACK-10,SHELF-03,BIN-02675,400
LOC02676,D,AISLE-36,RACK-04,SHELF-03,BIN-02676,100
LOC02677,D,AISLE-37,RACK-05,SHELF-04,BIN-02677,200
LOC02678,D,AISLE-38,RACK-05,SHELF-03,BIN-02678,400
LOC02679,D,AISLE-39,RACK-01,SHELF-02,BIN-02679,350
LOC02680,D,AISLE-40,RACK-12,SHELF-02,BIN-02680,150
LOC02681,D,AISLE-01,RACK-07,SHELF-04,BIN-02681,150
LOC02682,D,AISLE-02,RACK-09,SHELF-05,BIN-02682,400
LOC02683,D,AISLE-03,RACK-17,SHELF-02,BIN-02683,250
LOC02684,D,AISLE-04,RACK-12,SHELF-03,BIN-02684,350
LOC02685,D,AISLE-05,RACK-19,SHELF-04,BIN-02685,250
LOC02686,D,AISLE-06,RACK-10,SHELF-02,BIN-02686,100
LOC02687,D,AISLE-07,RACK-19,SHELF-05,BIN-02687,300
LOC02688,D,AISLE-08,RACK-20,SHELF-01,BIN-02688,350
LOC02689,D,AISLE-09,RACK-15,SHELF-05,BIN-02689,300
LOC02690,D,AISLE-10,RACK-10,SHELF-01,BIN-02690,100
LOC02691,D,AISLE-11,RACK-16,SHELF-02,BIN-02691,400
LOC02692,D,AISLE-12,RACK-05,SHELF-05,BIN-02692,250
LOC02693,D,AISLE-13,RACK-20,SHELF-05,BIN-02693,175
LOC02694,D,AISLE-14,RACK-10,SHELF-04,BIN-02694,250
LOC02695,D,AISLE-15,RACK-03,SHELF-03,BIN-02695,100
LOC02696,D,AISLE-16,RACK-15,SHELF-01,BIN-02696,200
LOC02697,D,AISLE-17,RACK-10,SHELF-05,BIN-02697,150
LOC02698,D,AISLE-18,RACK-02,SHELF-04,BIN-02698,250
LOC02699,D,AISLE-19,RACK-01,SHELF-04,BIN-02699,300
LOC02700,D,AISLE-20,RACK-01,SHELF-01,BIN-02700,250
LOC02701,D,AISLE-21,RACK-05,SHELF-03,BIN-02701,250
LOC02702,D,AISLE-22,RACK-17,SHELF-05,BIN-02702,175
LOC02703,D,AISLE-23,RACK-03,SHELF-03,BIN-02703,175
LOC02704,D,AISLE-24,RACK-07,SHELF-04,BIN-02704,150
LOC02705,D,AISLE-25,RACK-10,SHELF-02,BIN-02705,100
LOC02706,D,AISLE-26,RACK-16,SHELF-03,BIN-02706,200
LOC02707,D,AISLE-27,RACK-13,SHELF-04,BIN-02707,350
LOC02708,D,AISLE-28,RACK-04,SHELF-03,BIN-02708,250
LOC02709,D,AISLE-29,RACK-20,SHELF-03,BIN-02709,175
LOC02710,D,AISLE-30,RACK-19,SHELF-04,BIN-02710,300
LOC02711,D,AISLE-31,RACK-19,SHELF-02,BIN-02711,200
LOC02712,D,AISLE-32,RACK-09,SHELF-02,BIN-02712,350
LOC02713,D,AISLE-33,RACK-18,SHELF-02,BIN-02713,250
LOC02714,D,AISLE-34,RACK-10,SHELF-01,BIN-02714,250
LOC02715,D,AISLE-35,RACK-19,SHELF-04,BIN-02715,175
LOC02716,D,AISLE-36,RACK-13,SHELF-04,BIN-02716,150
LOC02717,D,AISLE-37,RACK-05,SHELF-05,BIN-02717,400
LOC02718,D,AISLE-38,RACK-11,SHELF-05,BIN-02718,300
LOC02719,D,AISLE-39,RACK-15,SHELF-03,BIN-02719,350
LOC02720,D,AISLE-40,RACK-15,SHELF-04,BIN-02720,350
LOC02721,D,AISLE-01,RACK-15,SHELF-01,BIN-02721,100
LOC02722,D,AISLE-02,RACK-14,SHELF-01,BIN-02722,175
LOC02723,D,AISLE-03,RACK-20,SHELF-03,BIN-02723,200
LOC02724,D,AISLE-04,RACK-19,SHELF-05,BIN-02724,300
LOC02725,D,AISLE-05,RACK-05,SHELF-05,BIN-02725,250
LOC02726,D,AISLE-06,RACK-02,SHELF-04,BIN-02726,175
LOC02727,D,AISLE-07,RACK-13,SHELF-01,BIN-02727,400
LOC02728,D,AISLE-08,RACK-17,SHELF-04,BIN-02728,100
LOC02729,D,AISLE-09,RACK-03,SHELF-01,BIN-02729,250
LOC02730,D,AISLE-10,RACK-04,SHELF-03,BIN-02730,150
LOC02731,D,AISLE-11,RACK-10,SHELF-05,BIN-02731,400
LOC02732,D,AISLE-12,RACK-11,SHELF-01,BIN-02732,150
LOC02733,D,AISLE-13,RACK-19,SHELF-05,BIN-02733,100
LOC02734,D,AISLE-14,RACK-07,SHELF-05,BIN-02734,175
LOC02735,D,AISLE-15,RACK-18,SHELF-04,BIN-02735,175
LOC02736,D,AISLE-16,RACK-08,SHELF-02,BIN-02736,250
LOC02737,D,AISLE-17,RACK-10,SHELF-01,BIN-02737,400
LOC02738,D,AISLE-18,RACK-20,SHELF-02,BIN-02738,150
LOC02739,D,AISLE-19,RACK-03,SHELF-01,BIN-02739,175
LOC02740,D,AISLE-20,RACK-20,SHELF-01,BIN-02740,150
LOC02741,D,AISLE-21,RACK-08,SHELF-02,BIN-02741,150
LOC02742,D,AISLE-22,RACK-16,SHELF-01,BIN-02742,400
LOC02743,D,AISLE-23,RACK-13,SHELF-01,BIN-02743,150
LOC02744,D,AISLE-24,RACK-10,SHELF-04,BIN-02744,400
LOC02745,D,AISLE-25,RACK-06,SHELF-02,BIN-02745,250
LOC02746,D,AISLE-26,RACK-20,SHELF-04,BIN-02746,150
LOC02747,D,AISLE-27,RACK-14,SHELF-02,BIN-02747,100
LOC02748,D,AISLE-28,RACK-06,SHELF-02,BIN-02748,200
LOC02749,D,AISLE-29,RACK-06,SHELF-05,BIN-02749,200
LOC02750,D,AISLE-30,RACK-16,SHELF-04,BIN-02750,250
LOC02751,D,AISLE-31,RACK-10,SHELF-01,BIN-02751,400
LOC02752,D,AISLE-32,RACK-12,SHELF-03,BIN-02752,350
LOC02753,D,AISLE-33,RACK-13,SHELF-01,BIN-02753,400
LOC02754,D,AISLE-34,RACK-14,SHELF-04,BIN-02754,175
LOC02755,D,AISLE-35,RACK-01,SHELF-03,BIN-02755,400
LOC02756,D,AISLE-36,RACK-04,SHELF-05,BIN-02756,350
LOC02757,D,AISLE-37,RACK-01,SHELF-05,BIN-02757,250
LOC02758,D,AISLE-38,RACK-02,SHELF-05,BIN-02758,400
LOC02759,D,AISLE-39,RACK-02,SHELF-03,BIN-02759,175
LOC02760,D,AISLE-40,RACK-15,SHELF-04,BIN-02760,250
LOC02761,D,AISLE-01,RACK-01,SHELF-02,BIN-02761,300
LOC02762,D,AISLE-02,RACK-17,SHELF-05,BIN-02762,200
LOC02763,D,AISLE-03,RACK-12,SHELF-05,BIN-02763,350
LOC02764,D,AISLE-04,RACK-17,SHELF-01,BIN-02764,175
LOC02765,D,AISLE-05,RACK-05,SHELF-03,BIN-02765,300
LOC02766,D,AISLE-06,RACK-15,SHELF-02,BIN-02766,250
LOC02767,D,AISLE-07,RACK-10,SHELF-04,BIN-02767,150
LOC02768,D,AISLE-08,RACK-16,SHELF-04,BIN-02768,400
LOC02769,D,AISLE-09,RACK-20,SHELF-02,BIN-02769,250
LOC02770,D,AISLE-10,RACK-05,SHELF-03,BIN-02770,300
LOC02771,D,AISLE-11,RACK-19,SHELF-05,BIN-02771,350
LOC02772,D,AISLE-12,RACK-03,SHELF-01,BIN-02772,100
LOC02773,D,AISLE-13,RACK-06,SHELF-02,BIN-02773,150
LOC02774,D,AISLE-14,RACK-04,SHELF-04,BIN-02774,400
LOC02775,D,AISLE-15,RACK-11,SHELF-02,BIN-02775,200
LOC02776,D,AISLE-16,RACK-04,SHELF-02,BIN-02776,350
LOC02777,D,AISLE-17,RACK-14,SHELF-01,BIN-02777,100
LOC02778,D,AISLE-18,RACK-20,SHELF-03,BIN-02778,150
LOC02779,D,AISLE-19,RACK-02,SHELF-01,BIN-02779,400
LOC02780,D,AISLE-20,RACK-12,SHELF-05,BIN-02780,100
LOC02781,D,AISLE-21,RACK-06,SHELF-03,BIN-02781,150
LOC02782,D,AISLE-22,RACK-15,SHELF-04,BIN-02782,175
LOC02783,D,AISLE-23,RACK-19,SHELF-05,BIN-02783,200
LOC02784,D,AISLE-24,RACK-07,SHELF-03,BIN-02784,400
LOC02785,D,AISLE-25,RACK-15,SHELF-03,BIN-02785,200
LOC02786,D,AISLE-26,RACK-07,SHELF-02,BIN-02786,350
LOC02787,D,AISLE-27,RACK-17,SHELF-02,BIN-02787,150
LOC02788,D,AISLE-28,RACK-19,SHELF-01,BIN-02788,150
LOC02789,D,AISLE-29,RACK-07,SHELF-01,BIN-02789,175
LOC02790,D,AISLE-30,RACK-01,SHELF-03,BIN-02790,350
LOC02791,D,AISLE-31,RACK-19,SHELF-05,BIN-02791,150
LOC02792,D,AISLE-32,RACK-11,SHELF-02,BIN-02792,400
LOC02793,D,AISLE-33,RACK-07,SHELF-02,BIN-02793,400
LOC02794,D,AISLE-34,RACK-17,SHELF-03,BIN-02794,300
LOC02795,D,AISLE-35,RACK-20,SHELF-05,BIN-02795,175
LOC02796,D,AISLE-36,RACK-03,SHELF-04,BIN-02796,350
LOC02797,D,AISLE-37,RACK-13,SHELF-01,BIN-02797,150
LOC02798,D,AISLE-38,RACK-05,SHELF-05,BIN-02798,250
LOC02799,D,AISLE-39,RACK-04,SHELF-01,BIN-02799,400
LOC02800,D,AISLE-40,RACK-08,SHELF-01,BIN-02800,300
LOC02801,D,AISLE-01,RACK-01,SHELF-02,BIN-02801,250
LOC02802,D,AISLE-02,RACK-09,SHELF-04,BIN-02802,300
LOC02803,D,AISLE-03,RACK-03,SHELF-02,BIN-02803,250
LOC02804,D,AISLE-04,RACK-03,SHELF-05,BIN-02804,200
LOC02805,D,AISLE-05,RACK-17,SHELF-05,BIN-02805,250
LOC02806,D,AISLE-06,RACK-13,SHELF-05,BIN-02806,100
LOC02807,D,AISLE-07,RACK-18,SHELF-01,BIN-02807,400
LOC02808,D,AISLE-08,RACK-09,SHELF-01,BIN-02808,100
LOC02809,D,AISLE-09,RACK-11,SHELF-04,BIN-02809,250
LOC02810,D,AISLE-10,RACK-07,SHELF-03,BIN-02810,100
LOC02811,D,AISLE-11,RACK-05,SHELF-02,BIN-02811,300
LOC02812,D,AISLE-12,RACK-02,SHELF-02,BIN-02812,400
LOC02813,D,AISLE-13,RACK-03,SHELF-05,BIN-02813,100
LOC02814,D,AISLE-14,RACK-12,SHELF-01,BIN-02814,350
LOC02815,D,AISLE-15,RACK-20,SHELF-05,BIN-02815,150
LOC02816,D,AISLE-16,RACK-18,SHELF-04,BIN-02816,175
LOC02817,D,AISLE-17,RACK-09,SHELF-01,BIN-02817,150
LOC02818,D,AISLE-18,RACK-02,SHELF-04,BIN-02818,200
LOC02819,D,AISLE-19,RACK-12,SHELF-04,BIN-02819,400
LOC02820,D,AISLE-20,RACK-10,SHELF-02,BIN-02820,100
LOC02821,D,AISLE-21,RACK-02,SHELF-01,BIN-02821,200
LOC02822,D,AISLE-22,RACK-18,SHELF-05,BIN-02822,350
LOC02823,D,AISLE-23,RACK-01,SHELF-05,BIN-02823,400
LOC02824,D,AISLE-24,RACK-02,SHELF-04,BIN-02824,350
LOC02825,D,AISLE-25,RACK-05,SHELF-04,BIN-02825,350
LOC02826,D,AISLE-26,RACK-18,SHELF-02,BIN-02826,150
LOC02827,D,AISLE-27,RACK-15,SHELF-01,BIN-02827,300
LOC02828,D,AISLE-28,RACK-12,SHELF-02,BIN-02828,300
LOC02829,D,AISLE-29,RACK-14,SHELF-01,BIN-02829,200
LOC02830,D,AISLE-30,RACK-08,SHELF-01,BIN-02830,100
LOC02831,D,AISLE-31,RACK-08,SHELF-04,BIN-02831,100
LOC02832,D,AISLE-32,RACK-01,SHELF-02,BIN-02832,100
LOC02833,D,AISLE-33,RACK-03,SHELF-01,BIN-02833,175
LOC02834,D,AISLE-34,RACK-15,SHELF-02,BIN-02834,250
LOC02835,D,AISLE-35,RACK-02,SHELF-03,BIN-02835,300
LOC02836,D,AISLE-36,RACK-20,SHELF-02,BIN-02836,250
LOC02837,D,AISLE-37,RACK-05,SHELF-05,BIN-02837,350
LOC02838,D,AISLE-38,RACK-16,SHELF-01,BIN-02838,150
LOC02839,D,AISLE-39,RACK-03,SHELF-03,BIN-02839,200
LOC02840,D,AISLE-40,RACK-16,SHELF-03,BIN-02840,200
LOC02841,D,AISLE-01,RACK-15,SHELF-03,BIN-02841,300
LOC02842,D,AISLE-02,RACK-18,SHELF-03,BIN-02842,200
LOC02843,D,AISLE-03,RACK-17,SHELF-03,BIN-02843,300
LOC02844,D,AISLE-04,RACK-18,SHELF-05,BIN-02844,150
LOC02845,D,AISLE-05,RACK-02,SHELF-03,BIN-02845,350
LOC02846,D,AISLE-06,RACK-20,SHELF-04,BIN-02846,250
LOC02847,D,AISLE-07,RACK-03,SHELF-02,BIN-02847,175
LOC02848,D,AISLE-08,RACK-17,SHELF-02,BIN-02848,250
LOC02849,D,AISLE-09,RACK-18,SHELF-02,BIN-02849,150
LOC02850,D,AISLE-10,RACK-12,SHELF-02,BIN-02850,100
LOC02851,D,AISLE-11,RACK-08,SHELF-04,BIN-02851,400
LOC02852,D,AISLE-12,RACK-04,SHELF-01,BIN-02852,400
LOC02853,D,AISLE-13,RACK-02,SHELF-03,BIN-02853,250
LOC02854,D,AISLE-14,RACK-19,SHELF-04,BIN-02854,250
LOC02855,D,AISLE-15,RACK-03,SHELF-01,BIN-02855,250
LOC02856,D,AISLE-16,RACK-20,SHELF-04,BIN-02856,400
LOC02857,D,AISLE-17,RACK-01,SHELF-04,BIN-02857,350
LOC02858,D,AISLE-18,RACK-15,SHELF-01,BIN-02858,200
LOC02859,D,AISLE-19,RACK-07,SHELF-04,BIN-02859,175
LOC02860,D,AISLE-20,RACK-14,SHELF-05,BIN-02860,100
LOC02861,D,AISLE-21,RACK-10,SHELF-01,BIN-02861,300
LOC02862,D,AISLE-22,RACK-01,SHELF-05,BIN-02862,300
LOC02863,D,AISLE-23,RACK-09,SHELF-05,BIN-02863,200
LOC02864,D,AISLE-24,RACK-01,SHELF-03,BIN-02864,350
LOC02865,D,AISLE-25,RACK-14,SHELF-01,BIN-02865,150
LOC02866,D,AISLE-26,RACK-18,SHELF-04,BIN-02866,250
LOC02867,D,AISLE-27,RACK-18,SHELF-04,BIN-02867,350
LOC02868,D,AISLE-28,RACK-19,SHELF-05,BIN-02868,250
LOC02869,D,AISLE-29,RACK-06,SHELF-04,BIN-02869,400
LOC02870,D,AISLE-30,RACK-08,SHELF-02,BIN-02870,100
LOC02871,D,AISLE-31,RACK-09,SHELF-03,BIN-02871,150
LOC02872,D,AISLE-32,RACK-08,SHELF-05,BIN-02872,250
LOC02873,D,AISLE-33,RACK-11,SHELF-05,BIN-02873,350
LOC02874,D,AISLE-34,RACK-02,SHELF-05,BIN-02874,250
LOC02875,D,AISLE-35,RACK-12,SHELF-03,BIN-02875,250
LOC02876,D,AISLE-36,RACK-20,SHELF-01,BIN-02876,150
LOC02877,D,AISLE-37,RACK-10,SHELF-05,BIN-02877,300
LOC02878,D,AISLE-38,RACK-09,SHELF-02,BIN-02878,400
LOC02879,D,AISLE-39,RACK-15,SHELF-01,BIN-02879,400
LOC02880,D,AISLE-40,RACK-01,SHELF-04,BIN-02880,100
LOC02881,D,AISLE-01,RACK-12,SHELF-04,BIN-02881,200
LOC02882,D,AISLE-02,RACK-14,SHELF-01,BIN-02882,150
LOC02883,D,AISLE-03,RACK-09,SHELF-05,BIN-02883,300
LOC02884,D,AISLE-04,RACK-03,SHELF-04,BIN-02884,175
LOC02885,D,AISLE-05,RACK-09,SHELF-03,BIN-02885,250
LOC02886,D,AISLE-06,RACK-16,SHELF-02,BIN-02886,200
LOC02887,D,AISLE-07,RACK-06,SHELF-02,BIN-02887,100
LOC02888,D,AISLE-08,RACK-08,SHELF-01,BIN-02888,100
LOC02889,D,AISLE-09,RACK-06,SHELF-05,BIN-02889,400
LOC02890,D,AISLE-10,RACK-19,SHELF-03,BIN-02890,100
LOC02891,D,AISLE-11,RACK-18,SHELF-02,BIN-02891,100
LOC02892,D,AISLE-12,RACK-09,SHELF-03,BIN-02892,100
LOC02893,D,AISLE-13,RACK-12,SHELF-05,BIN-02893,100
LOC02894,D,AISLE-14,RACK-20,SHELF-02,BIN-02894,300
LOC02895,D,AISLE-15,RACK-04,SHELF-01,BIN-02895,400
LOC02896,D,AISLE-16,RACK-04,SHELF-05,BIN-02896,150
LOC02897,D,AISLE-17,RACK-08,SHELF-02,BIN-02897,300
LOC02898,D,AISLE-18,RACK-19,SHELF-03,BIN-02898,350
LOC02899,D,AISLE-19,RACK-03,SHELF-04,BIN-02899,250
LOC02900,D,AISLE-20,RACK-05,SHELF-01,BIN-02900,300
LOC02901,D,AISLE-21,RACK-20,SHELF-03,BIN-02901,300
LOC02902,D,AISLE-22,RACK-14,SHELF-03,BIN-02902,400
LOC02903,D,AISLE-23,RACK-10,SHELF-05,BIN-02903,100
LOC02904,D,AISLE-24,RACK-06,SHELF-03,BIN-02904,100
LOC02905,D,AISLE-25,RACK-10,SHELF-02,BIN-02905,100
LOC02906,D,AISLE-26,RACK-04,SHELF-05,BIN-02906,200
LOC02907,D,AISLE-27,RACK-11,SHELF-05,BIN-02907,300
LOC02908,D,AISLE-28,RACK-07,SHELF-04,BIN-02908,100
LOC02909,D,AISLE-29,RACK-05,SHELF-04,BIN-02909,150
LOC02910,D,AISLE-30,RACK-03,SHELF-02,BIN-02910,350
LOC02911,D,AISLE-31,RACK-18,SHELF-01,BIN-02911,100
LOC02912,D,AISLE-32,RACK-20,SHELF-04,BIN-02912,400
LOC02913,D,AISLE-33,RACK-11,SHELF-03,BIN-02913,200
LOC02914,D,AISLE-34,RACK-19,SHELF-03,BIN-02914,200
LOC02915,D,AISLE-35,RACK-11,SHELF-02,BIN-02915,300
LOC02916,D,AISLE-36,RACK-08,SHELF-04,BIN-02916,300
LOC02917,D,AISLE-37,RACK-04,SHELF-02,BIN-02917,400
LOC02918,D,AISLE-38,RACK-14,SHELF-03,BIN-02918,150
LOC02919,D,AISLE-39,RACK-12,SHELF-05,BIN-02919,150
LOC02920,D,AISLE-40,RACK-12,SHELF-04,BIN-02920,200
LOC02921,D,AISLE-01,RACK-15,SHELF-04,BIN-02921,200
LOC02922,D,AISLE-02,RACK-19,SHELF-02,BIN-02922,200
LOC02923,D,AISLE-03,RACK-14,SHELF-05,BIN-02923,175
LOC02924,D,AISLE-04,RACK-20,SHELF-03,BIN-02924,250
LOC02925,D,AISLE-05,RACK-11,SHELF-03,BIN-02925,150
LOC02926,D,AISLE-06,RACK-03,SHELF-04,BIN-02926,350
LOC02927,D,AISLE-07,RACK-17,SHELF-02,BIN-02927,400
LOC02928,D,AISLE-08,RACK-07,SHELF-02,BIN-02928,400
LOC02929,D,AISLE-09,RACK-01,SHELF-02,BIN-02929,150
LOC02930,D,AISLE-10,RACK-14,SHELF-03,BIN-02930,400
LOC02931,D,AISLE-11,RACK-04,SHELF-02,BIN-02931,100
LOC02932,D,AISLE-12,RACK-14,SHELF-01,BIN-02932,175
LOC02933,D,AISLE-13,RACK-03,SHELF-02,BIN-02933,350
LOC02934,D,AISLE-14,RACK-14,SHELF-03,BIN-02934,175
LOC02935,D,AISLE-15,RACK-13,SHELF-05,BIN-02935,200
LOC02936,D,AISLE-16,RACK-10,SHELF-01,BIN-02936,300
LOC02937,D,AISLE-17,RACK-11,SHELF-05,BIN-02937,150
LOC02938,D,AISLE-18,RACK-02,SHELF-01,BIN-02938,300
LOC02939,D,AISLE-19,RACK-15,SHELF-04,BIN-02939,400
LOC02940,D,AISLE-20,RACK-14,SHELF-03,BIN-02940,400
LOC02941,D,AISLE-21,RACK-05,SHELF-02,BIN-02941,150
LOC02942,D,AISLE-22,RACK-05,SHELF-01,BIN-02942,300
LOC02943,D,AISLE-23,RACK-15,SHELF-04,BIN-02943,300
LOC02944,D,AISLE-24,RACK-15,SHELF-02,BIN-02944,250
LOC02945,D,AISLE-25,RACK-04,SHELF-02,BIN-02945,250
LOC02946,D,AISLE-26,RACK-16,SHELF-03,BIN-02946,100
LOC02947,D,AISLE-27,RACK-19,SHELF-05,BIN-02947,350
LOC02948,D,AISLE-28,RACK-10,SHELF-03,BIN-02948,350
LOC02949,D,AISLE-29,RACK-11,SHELF-02,BIN-02949,175
LOC02950,D,AISLE-30,RACK-02,SHELF-02,BIN-02950,350
LOC02951,D,AISLE-31,RACK-17,SHELF-03,BIN-02951,300
LOC02952,D,AISLE-32,RACK-04,SHELF-03,BIN-02952,250
LOC02953,D,AISLE-33,RACK-06,SHELF-01,BIN-02953,250
LOC02954,D,AISLE-34,RACK-09,SHELF-04,BIN-02954,400
LOC02955,D,AISLE-35,RACK-08,SHELF-02,BIN-02955,250
LOC02956,D,AISLE-36,RACK-09,SHELF-05,BIN-02956,150
LOC02957,D,AISLE-37,RACK-08,SHELF-03,BIN-02957,175
LOC02958,D,AISLE-38,RACK-04,SHELF-02,BIN-02958,175
LOC02959,D,AISLE-39,RACK-01,SHELF-05,BIN-02959,100
LOC02960,D,AISLE-40,RACK-18,SHELF-05,BIN-02960,200
LOC02961,D,AISLE-01,RACK-01,SHELF-04,BIN-02961,100
LOC02962,D,AISLE-02,RACK-12,SHELF-02,BIN-02962,250
LOC02963,D,AISLE-03,RACK-19,SHELF-04,BIN-02963,400
LOC02964,D,AISLE-04,RACK-17,SHELF-02,BIN-02964,400
LOC02965,D,AISLE-05,RACK-10,SHELF-01,BIN-02965,150
LOC02966,D,AISLE-06,RACK-15,SHELF-04,BIN-02966,400
LOC02967,D,AISLE-07,RACK-09,SHELF-01,BIN-02967,175
LOC02968,D,AISLE-08,RACK-09,SHELF-01,BIN-02968,300
LOC02969,D,AISLE-09,RACK-03,SHELF-02,BIN-02969,150
LOC02970,D,AISLE-10,RACK-11,SHELF-02,BIN-02970,300
LOC02971,D,AISLE-11,RACK-09,SHELF-04,BIN-02971,150
LOC02972,D,AISLE-12,RACK-11,SHELF-01,BIN-02972,350
LOC02973,D,AISLE-13,RACK-04,SHELF-05,BIN-02973,300
LOC02974,D,AISLE-14,RACK-07,SHELF-05,BIN-02974,100
LOC02975,D,AISLE-15,RACK-01,SHELF-02,BIN-02975,175
LOC02976,D,AISLE-16,RACK-19,SHELF-04,BIN-02976,200
LOC02977,D,AISLE-17,RACK-07,SHELF-03,BIN-02977,400
LOC02978,D,AISLE-18,RACK-05,SHELF-04,BIN-02978,175
LOC02979,D,AISLE-19,RACK-16,SHELF-03,BIN-02979,175
LOC02980,D,AISLE-20,RACK-07,SHELF-01,BIN-02980,200
LOC02981,D,AISLE-21,RACK-01,SHELF-04,BIN-02981,150
LOC02982,D,AISLE-22,RACK-16,SHELF-05,BIN-02982,200
LOC02983,D,AISLE-23,RACK-06,SHELF-01,BIN-02983,350
