Order_ID,Product_ID,Product_Name,Category,Required_Quantity,Order_Priority,Order_Date,Requested_By,Order_Status
ORD02263,P00565,Deluxe Handbag (Red),Accessories,5,Urgent,2026-07-05 01:13,Customer-19408,Cancelled
ORD02264,P00599,Lite Wall Clock (Black),Home,6,Urgent,2026-07-11 12:10,Customer-14947,Pending
ORD02265,P00299,Lite Keyboard (Red),Electronics,6,Urgent,2026-07-01 04:39,Customer-19148,Picked
ORD02266,P00015,Max Tablet Stand (White),Electronics,2,High,2026-08-30 13:13,Customer-14362,Shipped
ORD02267,P00645,Deluxe Sneakers (Silver),Footwear,3,Low,2026-07-25 19:50,Customer-13590,Shipped
ORD02268,P00261,Compact Sneakers (Beige),Footwear,3,High,2026-07-07 13:38,Customer-16749,Picked
ORD02269,P00464,Pro Marker Pack (Red),Stationery,6,Medium,2026-07-13 08:20,Customer-13591,Cancelled
ORD02270,P00758,Lite Sandals (Blue),Footwear,5,Medium,2026-07-17 05:30,Customer-13471,Cancelled
ORD02271,P00742,Lite Cap (Grey),Accessories,1,Medium,2026-08-06 05:05,Customer-12072,Picked
ORD02272,P00027,Mini Belt (Silver),Accessories,2,Low,2026-08-18 20:48,Customer-14639,Picked
ORD02273,P00142,Classic Curtain (Beige),Home,4,Low,2026-08-03 10:37,Customer-18649,Picked
ORD02274,P00770,Deluxe Smart Watch (Black),Electronics,3,Low,2026-08-26 22:57,Customer-17086,Cancelled
ORD02275,P00182,Premium Scissors (Green),Stationery,2,Urgent,2026-07-02 17:51,Customer-12710,Picking
ORD02276,P00315,Standard Laptop Stand (Beige),Electronics,7,Urgent,2026-08-04 23:14,Customer-14254,Picking
ORD02277,P00799,Classic Earbuds (Green),Electronics,1,Low,2026-08-18 20:52,Customer-10026,Picking
ORD02278,P00009,Pro Wallet (Beige),Accessories,8,Urgent,2026-08-25 08:09,Customer-19951,Shipped
ORD02279,P00691,Deluxe Travel Pouch (White),Accessories,6,Urgent,2026-07-23 11:13,Customer-15212,Cancelled
ORD02280,P00080,Max Smart Watch (Grey),Electronics,8,Medium,2026-07-07 19:24,Customer-13493,Picking
ORD02281,P00121,Mini Highlighter Set (White),Stationery,1,High,2026-08-10 00:53,Customer-15739,Picking
ORD02282,P00245,Max Photo Frame (Red),Home,8,Urgent,2026-08-15 09:46,Customer-18706,Shipped
ORD02283,P00053,Max Candle Holder (White),Home,4,Low,2026-07-29 01:39,Customer-17841,Picked
ORD02284,P00564,Lite Bed Sheet Set (White),Home,3,Medium,2026-08-11 22:32,Customer-13249,Shipped
ORD02285,P00089,Classic Backpack (Green),Accessories,3,Urgent,2026-08-14 19:32,Customer-11881,Picked
ORD02286,P00236,Compact Wall Clock (Grey),Home,4,Urgent,2026-07-22 20:33,Customer-10121,Picking
ORD02287,P00191,Compact Charger (Blue),Electronics,7,Low,2026-07-31 15:27,Customer-14450,Shipped
ORD02288,P00782,Mini Handbag (Beige),Accessories,2,High,2026-07-23 21:14,Customer-13864,Pending
ORD02289,P00103,Max Monitor (Beige),Electronics,2,Low,2026-08-02 11:24,Customer-18243,Picking
ORD02290,P00625,Plus Bed Sheet Set (Grey),Home,5,High,2026-07-27 10:59,Customer-12310,Shipped
ORD02291,P00672,Lite Sports Shoes (Beige),Footwear,4,Urgent,2026-08-09 08:29,Customer-16028,Picked
ORD02292,P00218,Max Headphones (Black),Electronics,1,High,2026-07-02 14:29,Customer-15098,Cancelled
ORD02293,P00121,Mini Highlighter Set (White),Stationery,2,Medium,2026-07-23 11:03,Customer-16241,Picked
ORD02294,P00201,Premium File Folder (Silver),Stationery,7,Low,2026-08-04 12:17,Customer-11441,Picking
ORD02295,P00411,Plus Bed Sheet Set (Red),Home,7,High,2026-07-28 20:44,Customer-15385,Pending
ORD02296,P00765,Plus Wireless Mouse (White),Electronics,6,High,2026-07-28 10:35,Customer-13010,Cancelled
ORD02297,P00773,Pro Formal Shoes (Blue),Footwear,3,High,2026-08-28 03:43,Customer-12280,Picked
ORD02298,P00704,Plus Wireless Mouse (White),Electronics,5,Medium,2026-07-20 16:35,Customer-13063,Cancelled
ORD02299,P00458,Premium Cap (Red),Accessories,4,Medium,2026-08-25 17:40,Customer-19766,Shipped
ORD02300,P00364,Max Calculator (Green),Stationery,8,Medium,2026-08-09 21:06,Customer-19007,Picking
ORD02301,P00657,Deluxe Storage Box (Beige),Home,6,High,2026-07-21 03:13,Customer-11954,Cancelled
ORD02302,P00509,Mini Scissors (Red),Stationery,7,Medium,2026-07-01 00:16,Customer-10106,Shipped
ORD02303,P00296,Plus Charger (Red),Electronics,3,High,2026-07-09 00:58,Customer-11250,Picked
ORD02304,P00288,Compact Router (Green),Electronics,3,Medium,2026-07-04 17:22,Customer-14280,Shipped
ORD02305,P00516,Compact Calculator (Silver),Stationery,1,Low,2026-07-19 14:27,Customer-15472,Pending
ORD02306,P00110,Max Curtain (Grey),Home,4,High,2026-08-06 09:33,Customer-18150,Pending
ORD02307,P00195,Mini Photo Frame (Black),Home,5,Urgent,2026-08-29 05:33,Customer-14140,Pending
ORD02308,P00017,Plus Loafers (Red),Footwear,3,Low,2026-08-01 12:23,Customer-19915,Shipped
ORD02309,P00206,Standard Running Shoes (Silver),Footwear,5,High,2026-08-07 15:06,Customer-17609,Picking
ORD02310,P00748,Compact Keyboard (Grey),Electronics,3,Low,2026-07-07 17:57,Customer-14284,Picked
ORD02311,P00292,Max Headphones (Blue),Electronics,7,Low,2026-07-19 10:48,Customer-16851,Cancelled
ORD02312,P00664,Premium Sports Shoes (Beige),Footwear,7,Low,2026-08-13 18:53,Customer-15009,Shipped
ORD02313,P00491,Premium Belt (White),Accessories,3,Low,2026-08-27 07:19,Customer-19762,Cancelled
ORD02314,P00419,Classic Wallet (Red),Accessories,1,Urgent,2026-07-18 16:51,Customer-13808,Picking
ORD02315,P00226,Lite Webcam (Green),Electronics,8,High,2026-07-13 01:39,Customer-11550,Shipped
ORD02316,P00002,Pro Sandals (White),Footwear,7,Low,2026-07-16 13:35,Customer-11976,Cancelled
ORD02317,P00581,Pro Notebook (Silver),Stationery,2,Medium,2026-08-05 00:37,Customer-19878,Picked
ORD02318,P00639,Premium Watch Strap (Red),Accessories,6,Urgent,2026-07-09 13:23,Customer-15049,Shipped
ORD02319,P00364,Max Calculator (Green),Stationery,2,Low,2026-08-08 10:53,Customer-10681,Picking
ORD02320,P00558,Mini Bluetooth Speaker (Silver),Electronics,6,High,2026-07-26 18:34,Customer-16526,Pending
ORD02321,P00429,Max Webcam (White),Electronics,3,High,2026-08-16 21:59,Customer-18220,Shipped
ORD02322,P00580,Plus Keyboard (White),Electronics,7,Urgent,2026-07-29 12:36,Customer-15027,Pending
ORD02323,P00772,Standard Sandals (Silver),Footwear,7,Low,2026-07-01 23:32,Customer-11145,Picked
ORD02324,P00630,Max Storage Box (White),Home,4,High,2026-07-16 10:45,Customer-15527,Shipped
ORD02325,P00541,Compact Running Shoes (Red),Footwear,1,Medium,2026-08-24 12:44,Customer-10709,Shipped
ORD02326,P00583,Plus Sports Shoes (Beige),Footwear,4,Urgent,2026-07-02 08:37,Customer-13646,Picked
ORD02327,P00754,Mini Desk Organizer (Silver),Stationery,2,Urgent,2026-08-13 22:20,Customer-13014,Pending
ORD02328,P00141,Max Water Bottle (Beige),Home,4,Urgent,2026-08-12 16:00,Customer-12276,Picking
ORD02329,P00541,Compact Running Shoes (Red),Footwear,6,Medium,2026-08-26 22:02,Customer-11595,Picking
ORD02330,P00607,Mini Calculator (Beige),Stationery,3,Urgent,2026-08-26 23:47,Customer-17613,Picking
ORD02331,P00151,Standard Power Bank (Green),Electronics,1,High,2026-07-18 22:21,Customer-13973,Picked
ORD02332,P00754,Mini Desk Organizer (Silver),Stationery,3,High,2026-08-20 09:01,Customer-13675,Cancelled
ORD02333,P00554,Mini Wall Clock (Black),Home,6,Urgent,2026-08-26 04:29,Customer-11729,Pending
ORD02334,P00247,Premium Webcam (Beige),Electronics,8,Low,2026-08-27 00:33,Customer-13991,Cancelled
ORD02335,P00678,Lite Sticky Notes (Green),Stationery,3,Low,2026-08-11 15:55,Customer-19032,Shipped
ORD02336,P00400,Compact Cushion (Red),Home,3,High,2026-08-09 19:58,Customer-16414,Pending
ORD02337,P00651,Standard Scissors (Blue),Stationery,5,High,2026-08-20 04:27,Customer-12133,Cancelled
ORD02338,P00789,Lite Wallet (White),Accessories,7,Medium,2026-08-04 21:05,Customer-11704,Picked
ORD02339,P00262,Mini Sticky Notes (Blue),Stationery,7,Medium,2026-07-24 16:27,Customer-17528,Picked
ORD02340,P00203,Classic Desk Organizer (White),Stationery,7,High,2026-07-03 03:38,Customer-10380,Shipped
ORD02341,P00541,Compact Running Shoes (Red),Footwear,5,Medium,2026-07-06 21:05,Customer-19273,Cancelled
ORD02342,P00642,Classic Highlighter Set (Black),Stationery,8,High,2026-07-12 05:29,Customer-10825,Picking
ORD02343,P00605,Mini Boots (Silver),Footwear,2,Urgent,2026-08-16 18:42,Customer-13415,Pending
ORD02344,P00778,Compact Desk Organizer (Red),Stationery,5,High,2026-07-01 10:17,Customer-13579,Cancelled
ORD02345,P00123,Max Tablet Stand (Grey),Electronics,2,Urgent,2026-07-27 08:35,Customer-11236,Shipped
ORD02346,P00606,Standard Smart Watch (Beige),Electronics,4,High,2026-08-07 08:07,Customer-10346,Picked
ORD02347,P00002,Pro Sandals (White),Footwear,5,Medium,2026-08-11 09:01,Customer-10865,Picked
ORD02348,P00290,Pro Watch Strap (Blue),Accessories,3,Low,2026-07-22 18:12,Customer-11586,Cancelled
ORD02349,P00171,Lite Curtain (Green),Home,1,High,2026-08-21 22:00,Customer-18521,Picked
ORD02350,P00666,Deluxe Pen Set (Green),Stationery,2,Low,2026-07-25 00:03,Customer-11416,Shipped
ORD02351,P00607,Mini Calculator (Beige),Stationery,7,High,2026-07-20 09:31,Customer-14472,Pending
ORD02352,P00533,Premium Photo Frame (Green),Home,6,Urgent,2026-08-17 21:34,Customer-17009,Picking
ORD02353,P00136,Lite Table Lamp (Red),Home,2,High,2026-07-22 21:26,Customer-18028,Pending
ORD02354,P00754,Mini Desk Organizer (Silver),Stationery,8,Medium,2026-07-30 03:20,Customer-11252,Pending
ORD02355,P00249,Deluxe Flip Flops (Green),Footwear,7,High,2026-08-13 07:28,Customer-12870,Shipped
ORD02356,P00747,Premium Candle Holder (White),Home,5,Urgent,2026-07-31 10:57,Customer-15346,Picking
ORD02357,P00369,Plus Desk Organizer (Green),Stationery,4,Medium,2026-08-18 14:40,Customer-11370,Shipped
ORD02358,P00240,Standard Power Bank (Green),Electronics,8,Urgent,2026-07-29 15:44,Customer-11943,Shipped
ORD02359,P00290,Pro Watch Strap (Blue),Accessories,7,Low,2026-07-26 07:23,Customer-18199,Picked
ORD02360,P00491,Premium Belt (White),Accessories,4,High,2026-07-10 16:24,Customer-10961,Pending
ORD02361,P00795,Pro Sunglasses (Black),Accessories,3,Urgent,2026-07-06 08:33,Customer-15544,Cancelled
ORD02362,P00791,Pro Curtain (Grey),Home,2,Urgent,2026-08-01 00:47,Customer-19026,Picked
ORD02363,P00539,Compact Stapler (Grey),Stationery,2,Urgent,2026-07-08 09:25,Customer-11536,Picked
ORD02364,P00394,Lite Formal Shoes (White),Footwear,3,High,2026-07-05 03:42,Customer-16073,Picking
ORD02365,P00346,Compact Belt (White),Accessories,7,High,2026-08-27 16:39,Customer-18359,Cancelled
ORD02366,P00016,Premium Wall Clock (Green),Home,5,Urgent,2026-07-09 20:43,Customer-18812,Pending
ORD02367,P00144,Compact Candle Holder (Red),Home,6,Low,2026-07-23 01:22,Customer-13732,Pending
ORD02368,P00409,Max HDMI Cable (Silver),Electronics,7,Low,2026-08-15 01:44,Customer-10803,Picking
ORD02369,P00464,Pro Marker Pack (Red),Stationery,7,High,2026-07-09 15:42,Customer-17588,Cancelled
ORD02370,P00649,Lite Table Lamp (Blue),Home,5,Low,2026-08-20 11:52,Customer-18398,Shipped
ORD02371,P00092,Mini Headphones (Black),Electronics,2,High,2026-08-19 15:11,Customer-18712,Picking
ORD02372,P00315,Standard Laptop Stand (Beige),Electronics,8,Urgent,2026-08-15 09:18,Customer-15703,Pending
ORD02373,P00013,Deluxe Scissors (Red),Stationery,5,Low,2026-08-29 00:27,Customer-13810,Pending
ORD02374,P00643,Premium Formal Shoes (Beige),Footwear,1,High,2026-08-20 11:52,Customer-18473,Picking
ORD02375,P00097,Max Sticky Notes (Blue),Stationery,2,Urgent,2026-07-20 14:55,Customer-14883,Cancelled
ORD02376,P00177,Compact Notebook (Red),Stationery,2,Medium,2026-07-29 07:29,Customer-13834,Pending
ORD02377,P00281,Premium Boots (Grey),Footwear,5,Low,2026-07-27 21:40,Customer-19291,Shipped
ORD02378,P00546,Classic Cap (White),Accessories,5,High,2026-08-27 01:13,Customer-15368,Cancelled
ORD02379,P00423,Classic Watch Strap (Green),Accessories,5,Urgent,2026-07-21 02:55,Customer-10348,Pending
ORD02380,P00605,Mini Boots (Silver),Footwear,7,High,2026-08-11 02:31,Customer-14042,Picked
ORD02381,P00369,Plus Desk Organizer (Green),Stationery,1,Medium,2026-07-01 15:47,Customer-11703,Cancelled
ORD02382,P00373,Classic Door Mat (Black),Home,2,High,2026-07-09 03:03,Customer-10717,Picking
ORD02383,P00027,Mini Belt (Silver),Accessories,7,Low,2026-08-10 08:23,Customer-11155,Shipped
ORD02384,P00005,Compact Marker Pack (Beige),Stationery,2,Low,2026-08-05 05:37,Customer-16585,Cancelled
ORD02385,P00752,Max Sports Shoes (Silver),Footwear,7,Medium,2026-07-25 08:39,Customer-18822,Picking
ORD02386,P00657,Deluxe Storage Box (Beige),Home,8,High,2026-07-03 19:37,Customer-18698,Picked
ORD02387,P00787,Standard File Folder (Beige),Stationery,2,Urgent,2026-08-17 15:04,Customer-18758,Shipped
ORD02388,P00588,Standard Bed Sheet Set (Beige),Home,3,High,2026-08-05 18:56,Customer-14600,Picked
ORD02389,P00263,Standard Router (Red),Electronics,6,Medium,2026-07-06 01:47,Customer-17207,Picking
ORD02390,P00317,Deluxe Webcam (Blue),Electronics,8,High,2026-08-15 08:54,Customer-11358,Picking
ORD02391,P00800,Compact Wall Clock (White),Home,7,High,2026-08-21 22:43,Customer-16614,Picking
ORD02392,P00027,Mini Belt (Silver),Accessories,2,Low,2026-08-23 01:22,Customer-10124,Picked
ORD02393,P00599,Lite Wall Clock (Black),Home,2,Low,2026-07-27 19:26,Customer-12581,Picking
ORD02394,P00070,Mini Calculator (Black),Stationery,1,Urgent,2026-08-26 19:18,Customer-17190,Pending
ORD02395,P00716,Premium Handbag (Blue),Accessories,7,Low,2026-08-05 12:46,Customer-13977,Shipped
ORD02396,P00138,Max Sandals (Beige),Footwear,6,High,2026-07-10 02:10,Customer-15665,Cancelled
ORD02397,P00257,Standard Formal Shoes (White),Footwear,1,Medium,2026-08-29 15:20,Customer-17887,Pending
ORD02398,P00798,Mini Loafers (Grey),Footwear,8,Urgent,2026-08-03 07:56,Customer-12603,Shipped
ORD02399,P00326,Pro Headphones (White),Electronics,6,Low,2026-08-05 08:11,Customer-14559,Pending
ORD02400,P00697,Mini Calculator (Green),Stationery,6,Low,2026-08-08 23:49,Customer-16385,Shipped
ORD02401,P00469,Standard File Folder (White),Stationery,6,Low,2026-07-09 15:48,Customer-11837,Pending
ORD02402,P00122,Deluxe Travel Pouch (Green),Accessories,1,Low,2026-07-13 18:35,Customer-10294,Pending
ORD02403,P00535,Standard Calculator (Beige),Stationery,1,Medium,2026-08-29 19:32,Customer-18625,Cancelled
ORD02404,P00197,Pro Door Mat (Black),Home,7,Low,2026-08-03 10:12,Customer-19661,Picking
ORD02405,P00420,Premium Curtain (White),Home,6,Medium,2026-07-17 14:30,Customer-12248,Picked
ORD02406,P00472,Mini Desk Organizer (Blue),Stationery,2,Medium,2026-08-08 07:45,Customer-10463,Picking
ORD02407,P00193,Pro Slippers (Black),Footwear,5,Urgent,2026-08-01 14:30,Customer-18449,Shipped
ORD02408,P00068,Compact Router (Black),Electronics,7,High,2026-08-15 20:57,Customer-10164,Picked
ORD02409,P00210,Standard Marker Pack (White),Stationery,3,High,2026-07-26 12:14,Customer-19710,Cancelled
ORD02410,P00682,Standard Wall Clock (Green),Home,6,High,2026-08-15 03:29,Customer-12142,Pending
ORD02411,P00708,Standard Sports Shoes (Black),Footwear,2,High,2026-07-01 07:18,Customer-13588,Cancelled
ORD02412,P00558,Mini Bluetooth Speaker (Silver),Electronics,4,Urgent,2026-08-21 10:46,Customer-19258,Pending
ORD02413,P00288,Compact Router (Green),Electronics,1,High,2026-07-01 16:04,Customer-18027,Shipped
ORD02414,P00353,Standard Sandals (Red),Footwear,5,Urgent,2026-08-20 10:32,Customer-11737,Picked
ORD02415,P00044,Max Flip Flops (Grey),Footwear,7,Medium,2026-07-31 20:52,Customer-10006,Picking
ORD02416,P00361,Standard Curtain (White),Home,8,Urgent,2026-08-10 23:16,Customer-19794,Pending
ORD02417,P00626,Premium Door Mat (Blue),Home,1,High,2026-07-30 13:46,Customer-17552,Cancelled
ORD02418,P00578,Standard Backpack (Grey),Accessories,5,Low,2026-07-01 15:09,Customer-13160,Shipped
ORD02419,P00620,Plus Loafers (Beige),Footwear,2,High,2026-07-07 04:32,Customer-18547,Shipped
ORD02420,P00274,Deluxe Belt (Green),Accessories,4,Low,2026-08-18 07:10,Customer-12180,Shipped
ORD02421,P00601,Classic Highlighter Set (Green),Stationery,2,Low,2026-08-07 17:50,Customer-13176,Shipped
ORD02422,P00456,Mini Wireless Mouse (Silver),Electronics,2,Low,2026-08-13 05:41,Customer-17498,Picked
ORD02423,P00190,Mini Loafers (Grey),Footwear,7,Medium,2026-08-24 09:45,Customer-12947,Shipped
ORD02424,P00638,Standard Cap (White),Accessories,6,Medium,2026-07-10 00:51,Customer-18851,Cancelled
ORD02425,P00474,Lite Sticky Notes (Blue),Stationery,2,Medium,2026-08-19 03:21,Customer-11577,Picking
ORD02426,P00265,Premium Wall Clock (Grey),Home,3,Low,2026-07-30 20:16,Customer-17738,Pending
ORD02427,P00371,Lite Wall Clock (Black),Home,8,Medium,2026-07-04 11:23,Customer-15537,Pending
ORD02428,P00330,Deluxe Power Bank (Grey),Electronics,3,Medium,2026-08-09 03:15,Customer-14838,Cancelled
ORD02429,P00083,Deluxe Stapler (Black),Stationery,7,Low,2026-08-19 11:14,Customer-18463,Cancelled
ORD02430,P00733,Lite Pen Set (Green),Stationery,1,Urgent,2026-08-03 11:54,Customer-13698,Cancelled
ORD02431,P00116,Max Sticky Notes (Beige),Stationery,4,Low,2026-08-22 12:28,Customer-11019,Shipped
ORD02432,P00286,Deluxe Cap (Beige),Accessories,5,High,2026-07-08 08:16,Customer-10359,Pending
ORD02433,P00247,Premium Webcam (Beige),Electronics,5,High,2026-07-26 03:59,Customer-19045,Picking
ORD02434,P00559,Classic Belt (Grey),Accessories,2,Medium,2026-08-30 09:59,Customer-10272,Picked
ORD02435,P00400,Compact Cushion (Red),Home,5,Low,2026-07-17 02:26,Customer-18731,Shipped
ORD02436,P00704,Plus Wireless Mouse (White),Electronics,6,Low,2026-07-18 20:12,Customer-13030,Picking
ORD02437,P00421,Premium Tablet Stand (Black),Electronics,3,Low,2026-08-30 08:46,Customer-13723,Picking
ORD02438,P00049,Pro USB-C Cable (Black),Electronics,1,High,2026-08-15 15:39,Customer-15010,Picked
ORD02439,P00796,Mini Running Shoes (Silver),Footwear,5,Low,2026-07-28 00:11,Customer-18192,Picked
ORD02440,P00255,Compact Umbrella (Black),Accessories,2,Urgent,2026-07-17 06:14,Customer-19729,Picked
ORD02441,P00304,Max Marker Pack (Green),Stationery,7,Low,2026-08-24 17:34,Customer-11666,Shipped
ORD02442,P00472,Mini Desk Organizer (Blue),Stationery,4,Urgent,2026-08-30 13:21,Customer-17737,Cancelled
ORD02443,P00004,Max USB-C Cable (Black),Electronics,2,Medium,2026-08-22 03:30,Customer-16501,Shipped
ORD02444,P00430,Mini Scissors (Black),Stationery,8,Urgent,2026-07-07 04:52,Customer-19776,Cancelled
ORD02445,P00382,Lite Handbag (Beige),Accessories,2,Urgent,2026-07-11 17:59,Customer-13528,Picked
ORD02446,P00414,Classic Sandals (Grey),Footwear,6,Low,2026-07-15 20:03,Customer-16518,Picking
ORD02447,P00071,Mini Pen Set (White),Stationery,1,High,2026-07-06 03:58,Customer-18629,Pending
ORD02448,P00355,Standard Water Bottle (Black),Home,6,Medium,2026-08-11 06:58,Customer-10381,Pending
ORD02449,P00057,Max USB-C Cable (Red),Electronics,5,Medium,2026-07-24 09:00,Customer-11207,Picked
ORD02450,P00437,Plus Boots (Black),Footwear,4,Urgent,2026-08-04 19:00,Customer-16133,Shipped
ORD02451,P00161,Deluxe Wallet (Black),Accessories,6,Low,2026-08-15 05:26,Customer-12535,Picking
ORD02452,P00023,Plus Hiking Boots (Red),Footwear,2,Low,2026-07-15 21:44,Customer-15231,Cancelled
ORD02453,P00582,Standard Power Bank (Blue),Electronics,4,Urgent,2026-07-17 06:45,Customer-15249,Picking
ORD02454,P00471,Plus Bed Sheet Set (Blue),Home,2,High,2026-07-03 15:52,Customer-17833,Shipped
ORD02455,P00720,Standard Flip Flops (Beige),Footwear,8,High,2026-07-03 15:04,Customer-10078,Picking
ORD02456,P00157,Max Sticky Notes (Blue),Stationery,4,High,2026-07-26 09:59,Customer-13726,Shipped
ORD02457,P00494,Max File Folder (Blue),Stationery,7,Low,2026-08-03 06:47,Customer-17796,Cancelled
ORD02458,P00278,Lite Formal Shoes (Green),Footwear,7,Medium,2026-08-04 05:08,Customer-13350,Picking
ORD02459,P00284,Standard Earbuds (Black),Electronics,5,Medium,2026-07-11 15:03,Customer-12559,Shipped
ORD02460,P00666,Deluxe Pen Set (Green),Stationery,1,Low,2026-08-21 02:43,Customer-17230,Picked
ORD02461,P00488,Deluxe Loafers (Blue),Footwear,5,Low,2026-08-27 16:03,Customer-15644,Cancelled
ORD02462,P00347,Pro Watch Strap (Grey),Accessories,6,Low,2026-08-09 22:59,Customer-14903,Picked
ORD02463,P00090,Mini Boots (Silver),Footwear,3,Medium,2026-08-22 22:53,Customer-12253,Shipped
ORD02464,P00582,Standard Power Bank (Blue),Electronics,5,Low,2026-07-23 00:49,Customer-18817,Picking
ORD02465,P00669,Mini Calculator (Beige),Stationery,6,Urgent,2026-08-26 03:41,Customer-16529,Picked
ORD02466,P00148,Classic Calculator (Beige),Stationery,8,High,2026-07-17 17:03,Customer-15345,Pending
ORD02467,P00089,Classic Backpack (Green),Accessories,8,Low,2026-08-20 03:10,Customer-18688,Shipped
ORD02468,P00247,Premium Webcam (Beige),Electronics,2,Medium,2026-07-24 15:04,Customer-14663,Cancelled
ORD02469,P00490,Compact Loafers (White),Footwear,8,Low,2026-08-30 13:01,Customer-14924,Shipped
ORD02470,P00418,Lite Earbuds (Red),Electronics,8,Urgent,2026-07-18 21:59,Customer-10298,Picking
ORD02471,P00069,Classic Backpack (Silver),Accessories,8,High,2026-08-17 16:25,Customer-18147,Shipped
ORD02472,P00583,Plus Sports Shoes (Beige),Footwear,1,Low,2026-08-08 01:31,Customer-18836,Cancelled
ORD02473,P00535,Standard Calculator (Beige),Stationery,7,Low,2026-08-30 23:22,Customer-14632,Picking
ORD02474,P00010,Plus Webcam (Grey),Electronics,1,Medium,2026-07-31 02:00,Customer-17711,Cancelled
ORD02475,P00304,Max Marker Pack (Green),Stationery,3,High,2026-08-06 17:19,Customer-11141,Shipped
ORD02476,P00215,Compact Wall Clock (Silver),Home,7,Medium,2026-07-24 20:03,Customer-11517,Cancelled
ORD02477,P00739,Mini Hiking Boots (Red),Footwear,6,Urgent,2026-08-06 20:03,Customer-15671,Picking
ORD02478,P00088,Pro Backpack (Beige),Accessories,2,Medium,2026-07-13 01:45,Customer-11175,Picking
ORD02479,P00730,Classic Boots (Grey),Footwear,3,Low,2026-08-17 10:43,Customer-10768,Cancelled
ORD02480,P00767,Pro Sports Shoes (White),Footwear,7,Medium,2026-08-09 03:43,Customer-11770,Picked
ORD02481,P00448,Standard Headphones (Green),Electronics,1,Urgent,2026-08-07 07:21,Customer-18096,Pending
ORD02482,P00785,Max Power Bank (Black),Electronics,4,Low,2026-08-01 20:26,Customer-17587,Pending
ORD02483,P00110,Max Curtain (Grey),Home,6,High,2026-07-31 11:19,Customer-13014,Shipped
ORD02484,P00316,Premium Laptop Stand (White),Electronics,3,Medium,2026-07-08 02:03,Customer-16321,Picked
ORD02485,P00343,Mini Bluetooth Speaker (Black),Electronics,6,Low,2026-07-15 00:48,Customer-19195,Shipped
ORD02486,P00201,Premium File Folder (Silver),Stationery,2,Low,2026-07-29 20:51,Customer-18896,Picking
ORD02487,P00143,Plus Water Bottle (Grey),Home,3,High,2026-07-01 12:25,Customer-17587,Pending
ORD02488,P00085,Pro Wallet (Blue),Accessories,2,Urgent,2026-07-20 12:10,Customer-10980,Picking
ORD02489,P00085,Pro Wallet (Blue),Accessories,1,Urgent,2026-07-26 07:20,Customer-18742,Picked
ORD02490,P00454,Mini Router (Green),Electronics,6,Medium,2026-07-29 16:13,Customer-17317,Shipped
ORD02491,P00253,Deluxe Handbag (Beige),Accessories,4,High,2026-07-27 09:45,Customer-19181,Picking
ORD02492,P00235,Pro Laptop Stand (Blue),Electronics,2,High,2026-08-25 04:45,Customer-12087,Pending
ORD02493,P00563,Lite Laptop Stand (Blue),Electronics,4,Low,2026-08-27 18:15,Customer-16393,Cancelled
ORD02494,P00744,Mini Power Bank (Blue),Electronics,4,Medium,2026-07-24 21:44,Customer-19627,Cancelled
ORD02495,P00657,Deluxe Storage Box (Beige),Home,5,Low,2026-07-01 21:41,Customer-19837,Cancelled
ORD02496,P00772,Standard Sandals (Silver),Footwear,4,High,2026-08-15 06:15,Customer-19463,Shipped
ORD02497,P00324,Standard Webcam (Green),Electronics,5,Medium,2026-08-16 11:08,Customer-16995,Picking
ORD02498,P00486,Classic Table Lamp (Blue),Home,4,Low,2026-07-10 17:48,Customer-10873,Picking
ORD02499,P00266,Premium HDMI Cable (Grey),Electronics,7,Medium,2026-07-28 04:51,Customer-15696,Cancelled
ORD02500,P00555,Deluxe Cap (Red),Accessories,1,Urgent,2026-08-25 22:21,Customer-16219,Shipped
ORD02501,P00029,Standard Sandals (White),Footwear,5,Low,2026-08-22 05:11,Customer-18592,Picking
ORD02502,P00056,Standard Wireless Mouse (Green),Electronics,3,Low,2026-08-07 22:14,Customer-14767,Shipped
ORD02503,P00738,Plus Hiking Boots (Beige),Footwear,8,High,2026-07-31 04:23,Customer-14384,Picked
ORD02504,P00778,Compact Desk Organizer (Red),Stationery,7,High,2026-07-28 08:31,Customer-11345,Picking
ORD02505,P00746,Mini Door Mat (Grey),Home,5,High,2026-08-18 05:38,Customer-10702,Cancelled
ORD02506,P00177,Compact Notebook (Red),Stationery,5,High,2026-08-11 17:40,Customer-19291,Pending
ORD02507,P00604,Premium Flip Flops (Red),Footwear,2,Urgent,2026-08-16 22:30,Customer-12346,Picking
ORD02508,P00039,Plus HDMI Cable (Grey),Electronics,2,Medium,2026-07-17 12:51,Customer-11578,Picking
ORD02509,P00661,Pro Handbag (White),Accessories,6,Urgent,2026-08-16 05:19,Customer-13444,Shipped
ORD02510,P00522,Standard Desk Organizer (Blue),Stationery,1,Medium,2026-07-26 09:14,Customer-14762,Pending
ORD02511,P00733,Lite Pen Set (Green),Stationery,6,High,2026-08-05 06:57,Customer-13767,Shipped
ORD02512,P00009,Pro Wallet (Beige),Accessories,8,Low,2026-07-01 02:40,Customer-17800,Picked
ORD02513,P00080,Max Smart Watch (Grey),Electronics,1,Urgent,2026-08-25 22:22,Customer-13369,Picking
ORD02514,P00163,Deluxe Formal Shoes (Red),Footwear,1,Low,2026-08-09 05:20,Customer-13963,Picked
